postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded
CW12 4SW,381025,364628,Podsols,80,Cheshire East,1,270200.0,False
DN17 1BY,488936,409845,Unsurveyed/Urban,50,North Lincolnshire,1,164000.0,False
LE16 8ET,481742,292417,Cambisols,80,Harborough,1,469000.0,False
B76 1YQ,414566,293317,Planosols,100,Birmingham,1,333600.0,False
LS9 8BY,430881,433301,Unsurveyed/Urban,30,Leeds,6,245400.0,False
YO1 6HG,460155,451287,Unsurveyed/Urban,20,York,1,249000.0,False
IP18 6PW,649418,278173,Arenosols,10,East Suffolk,1,648600.0,False
SK3 8EJ,389391,389382,Unsurveyed/Urban,70,Stockport,1,269000.0,False
S41 7GW,438315,372407,Unsurveyed/Urban,80,Chesterfield,1,161000.0,False
PE9 3NE,500982,304023,Cambisols,90,North Northamptonshire,1,451200.0,False
NE19 2RB,398221,585491,Stagnosols,210,Northumberland,1,921100.0,False
HU6 8QJ,506492,432153,Unsurveyed/Urban,0,"Kingston upon Hull, City of",6,183700.0,False
DN37 0GQ,525466,403504,Cambisols,20,North East Lincolnshire,1,261900.0,False
SK2 5XA,392916,388173,Stagnosols,80,Stockport,5,255800.0,False
DE2 6FR,437400,336800,Unsurveyed/Urban,60,Derby,1,,False
DE14 3NW,423761,322019,Unsurveyed/Urban,50,East Staffordshire,6,102200.0,True
YO17 8EA,483532,473549,Cambisols,30,Ryedale,1,256600.0,False
LS5 3DL,425782,435258,Unsurveyed/Urban,50,Leeds,1,69000.0,False
DN6 0AW,455996,413087,Cambisols,20,Doncaster,1,67100.0,False
DE55 2BQ,444049,356988,Unsurveyed/Urban,150,Bolsover,1,411600.0,False
NE34 0WY,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,147200.0,False
NE16 5WP,418786,563377,Unsurveyed/Urban,10,Gateshead,1,241700.0,False
DE14 1SX,425375,323366,Unsurveyed/Urban,50,East Staffordshire,1,197100.0,False
NG17 4NF,449760,360476,Unsurveyed/Urban,160,Ashfield,1,148800.0,False
TS3 9PF,452815,518302,Unsurveyed/Urban,20,Middlesbrough,1,75700.0,False
NE7 7ZH,427049,564883,Unsurveyed/Urban,50,Newcastle upon Tyne,1,680500.0,False
B32 9FS,400421,284751,Unsurveyed/Urban,190,Birmingham,1,,False
B19 3LQ,406800,287600,Unsurveyed/Urban,120,Birmingham,1,351200.0,False
DN11 0DN,462218,397471,Cambisols,20,Doncaster,1,132700.0,False
PE12 0EN,538782,318240,Gleysols,0,South Holland,6,283300.0,False
ST14 8RG,409200,328759,Luvisols,130,East Staffordshire,1,302700.0,False
PE25 2AL,556409,363412,Unsurveyed/Urban,0,East Lindsey,1,163300.0,True
LS29 0JT,405984,450831,Stagnosols,220,Bradford,1,415700.0,False
PE2 2JT,516109,303124,Stagnosols,10,Peterborough,1,,False
SR2 7TG,440172,555338,Unsurveyed/Urban,40,Sunderland,1,154100.0,False
S63 7TU,443860,399213,Unsurveyed/Urban,100,Rotherham,1,155400.0,False
S45 0EU,436134,362163,Planosols,200,North East Derbyshire,1,572200.0,False
PE1 5JU,520138,299426,Unsurveyed/Urban,10,Peterborough,1,193600.0,False
S42 7LX,435727,369358,Planosols,140,Chesterfield,1,422200.0,False
PE1 5DW,519687,298660,Unsurveyed/Urban,10,Peterborough,1,218400.0,False
NG17 5FX,450248,358612,Unsurveyed/Urban,150,Ashfield,1,123300.0,False
YO51 9NL,438872,468452,Cambisols,40,Harrogate,1,324900.0,False
LS13 9DS,424786,435309,Unsurveyed/Urban,100,Leeds,1,,False
DN14 0TW,455805,423537,Arenosols,10,Selby,1,458700.0,False
CW2 6TL,369904,353672,Stagnosols,50,Cheshire East,1,200200.0,False
DE45 9AU,421830,368562,Planosols,130,Derbyshire Dales,1,,True
PE10 0ST,510125,327752,Cambisols,20,South Kesteven,1,290200.0,False
YO31 0QR,462269,452506,Unsurveyed/Urban,10,York,1,256300.0,False
NR16 1FJ,612927,292932,Luvisols,60,South Norfolk,1,382500.0,False
YO6 4DS,458342,478338,Stagnosols,80,Ryedale,1,,False
PE21 7TB,533043,342358,Gleysols,0,Boston,7,123300.0,False
HG4 1DT,431183,471475,Unsurveyed/Urban,40,Harrogate,1,255100.0,False
HG1 5BD,433300,455400,Unsurveyed/Urban,80,Harrogate,1,293400.0,False
SR5 3DZ,434961,557953,Stagnosols,30,Sunderland,1,265300.0,False
DH4 6DP,430982,550068,Stagnosols,50,County Durham,1,138600.0,False
S71 2RT,436843,408653,Unsurveyed/Urban,70,Barnsley,1,130900.0,False
HX3 6PD,408860,426766,Unsurveyed/Urban,200,Calderdale,1,122300.0,False
NN14 6JJ,481198,281447,Cambisols,130,North Northamptonshire,1,169700.0,False
SK7 5PU,391391,386370,Unsurveyed/Urban,90,Stockport,1,333800.0,False
NE24 1NU,430962,582084,Unsurveyed/Urban,10,Northumberland,1,28200.0,False
DL1 5SU,429000,514300,Unsurveyed/Urban,40,Darlington,1,109200.0,False
S10 2LZ,433806,386471,Unsurveyed/Urban,110,Sheffield,1,326700.0,False
NE35 9NB,434015,561829,Stagnosols,30,South Tyneside,1,224500.0,False
LS1 6AJ,430080,433708,Unsurveyed/Urban,50,Leeds,1,2424800.0,False
TS17 0SF,444940,514811,Stagnosols,20,Stockton-on-Tees,1,157600.0,False
CW2 7JZ,370242,355370,Unsurveyed/Urban,40,Cheshire East,1,37100.0,False
LE4 0PE,456447,307065,Cambisols,90,Leicester,1,168900.0,False
CW1 1ZD,371897,354959,Stagnosols,50,Cheshire East,1,,False
NE28 0PR,432248,567694,Unsurveyed/Urban,50,North Tyneside,1,119900.0,False
B13 8DW,407308,283637,Unsurveyed/Urban,140,Birmingham,1,396400.0,False
NE12 6HF,428085,571184,Stagnosols,70,North Tyneside,1,250500.0,False
WS12 3HT,400860,310196,Unsurveyed/Urban,170,Cannock Chase,1,223600.0,False
DN15 8AG,487330,411419,Unsurveyed/Urban,10,North Lincolnshire,1,198500.0,True
NE16 4HY,420119,560908,Unsurveyed/Urban,120,Gateshead,1,264700.0,False
S6 1NP,433000,391000,Unsurveyed/Urban,70,Sheffield,1,183400.0,False
LE10 0NH,440639,293210,Stagnosols,90,Hinckley and Bosworth,1,201600.0,False
NE61 2DU,419770,584417,Unsurveyed/Urban,60,Northumberland,1,194100.0,False
NE65 8BQ,412508,600576,Stagnosols,160,Northumberland,1,306800.0,False
NE23 1RR,426621,577692,Unsurveyed/Urban,60,Northumberland,1,186800.0,False
OL7 9PZ,393200,400600,Unsurveyed/Urban,120,Tameside,1,156000.0,False
HU12 0BZ,528423,427518,Stagnosols,10,East Riding of Yorkshire,1,205800.0,False
LE1 3DG,458706,304853,Unsurveyed/Urban,60,Leicester,1,242400.0,False
DH4 7PE,432060,553428,Unsurveyed/Urban,40,Sunderland,1,142500.0,False
LE8 0TS,465106,293348,Luvisols,110,Harborough,1,337100.0,False
B15 2AW,406779,285798,Unsurveyed/Urban,130,Birmingham,1,676100.0,False
IP15 5BP,646522,256638,Leptosols,10,East Suffolk,1,728300.0,False
NG23 5PU,477877,350392,Luvisols,20,Newark and Sherwood,1,314800.0,False
NR31 6AA,652649,304468,Unsurveyed/Urban,10,Great Yarmouth,1,190900.0,False
YO24 1LX,458346,449347,Unsurveyed/Urban,10,York,1,427100.0,False
HU4 6PW,506600,427100,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,153000.0,False
DN1 1BS,457400,403200,Unsurveyed/Urban,10,Doncaster,1,159600.0,False
CW1 6ND,372286,353958,Stagnosols,50,Cheshire East,1,685000.0,False
HG1 3BN,430591,457378,Unsurveyed/Urban,80,Harrogate,1,251600.0,False
M34 0AZ,392614,395430,Unsurveyed/Urban,100,Tameside,1,,False
WS2 8UT,399800,298900,Unsurveyed/Urban,130,Walsall,1,145200.0,False
LS8 4JJ,431621,435796,Unsurveyed/Urban,50,Leeds,1,192000.0,False
HG4 2XA,430515,470825,Unsurveyed/Urban,30,Harrogate,1,264400.0,False
NR12 0YP,641174,322753,Histosols,0,North Norfolk,6,300100.0,True
LS14 5BJ,436240,436527,Unsurveyed/Urban,110,Leeds,1,133500.0,False
NE19 2PQ,399039,582026,Stagnosols,200,Northumberland,1,903400.0,False
DL7 7ER,436891,493665,Unsurveyed/Urban,40,Hambleton,1,,False
NG1 3PE,457385,340265,Unsurveyed/Urban,40,Nottingham,1,660100.0,False
LS26 0ER,434743,428530,Unsurveyed/Urban,50,Leeds,1,207400.0,False
PE30 1BX,561774,319864,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,386300.0,False
NR9 5NJ,613586,318820,Arenosols,20,Broadland,1,390600.0,False
NE66 1BX,419025,612196,Stagnosols,80,Northumberland,1,180600.0,False
LS12 5EJ,424519,430714,Unsurveyed/Urban,130,Leeds,1,265700.0,False
CV9 3RR,432905,302480,Luvisols,90,Hinckley and Bosworth,1,368900.0,False
NN29 7PJ,491510,263075,Luvisols,90,North Northamptonshire,1,296800.0,False
DE4 2BS,423869,362106,Planosols,240,Derbyshire Dales,1,302400.0,False
NG1 7GD,457300,339300,Unsurveyed/Urban,30,Nottingham,1,1723700.0,True
B8 3TW,410100,287400,Unsurveyed/Urban,120,Birmingham,1,151300.0,False
YO25 0HZ,509722,471472,Arenosols,40,East Riding of Yorkshire,1,,False
LN1 3XP,497221,370656,Unsurveyed/Urban,10,Lincoln,1,214000.0,False
DN3 3FG,463894,404929,Arenosols,10,Doncaster,1,196700.0,False
DE23 7BQ,431260,333364,Luvisols,70,Derby,1,,False
M34 5QH,391327,398255,Unsurveyed/Urban,100,Tameside,1,177200.0,False
LE2 6SE,458265,300460,Unsurveyed/Urban,80,Leicester,1,201300.0,False
LA2 8BP,376994,468717,Stagnosols,150,Craven,1,453200.0,False
LS21 2QF,421611,447326,Stagnosols,120,Harrogate,1,369800.0,False
NR12 9WS,636985,325240,Stagnosols,10,North Norfolk,1,327800.0,False
DH1 5UB,426782,543525,Unsurveyed/Urban,80,County Durham,1,259800.0,False
LE11 3NP,453359,319057,Unsurveyed/Urban,50,Charnwood,1,350200.0,False
SK9 7AP,384800,377500,Arenosols,130,Cheshire East,1,699100.0,False
NN16 9DJ,486430,279486,Unsurveyed/Urban,80,North Northamptonshire,1,204700.0,False
WF4 5XE,430200,417900,Unsurveyed/Urban,40,Wakefield,1,204900.0,False
NE42 6DH,406741,563759,Stagnosols,70,Northumberland,1,193300.0,False
NR16 2GW,604576,295189,Luvisols,40,Breckland,1,343300.0,False
LS13 1NA,421961,436330,Unsurveyed/Urban,70,Leeds,1,195700.0,False
S6 5QA,431163,388165,Unsurveyed/Urban,150,Sheffield,1,155200.0,False
NR15 2DF,616883,286141,Stagnosols,50,South Norfolk,1,296700.0,False
NG12 4AF,459467,335451,Unsurveyed/Urban,40,Rushcliffe,1,416100.0,False
S9 5YW,437961,388817,Unsurveyed/Urban,50,Sheffield,1,134200.0,False
B14 7QA,407214,281527,Unsurveyed/Urban,150,Birmingham,1,322400.0,False
S3 8GZ,435822,388107,Unsurveyed/Urban,50,Sheffield,1,290600.0,True
DN36 4DQ,530699,405795,Stagnosols,10,North East Lincolnshire,1,173600.0,False
LS25 7EJ,440934,431460,Unsurveyed/Urban,70,Leeds,1,181900.0,False
LE67 3FL,442691,314866,Unsurveyed/Urban,150,North West Leicestershire,1,176500.0,False
NR5 9DU,618151,309630,Unsurveyed/Urban,30,Norwich,1,555000.0,False
DN37 9FB,524454,410700,Unsurveyed/Urban,10,North East Lincolnshire,4,141200.0,False
PE7 0NP,519093,296548,Unsurveyed/Urban,10,Peterborough,1,189300.0,False
WF13 3SP,422638,421653,Unsurveyed/Urban,60,Kirklees,1,116700.0,False
LE3 1ZJ,442609,293735,Luvisols,110,Hinckley and Bosworth,1,167200.0,False
ST20 0QY,383200,320900,Stagnosols,110,Stafford,1,333000.0,False
WS13 6TG,412943,310039,Unsurveyed/Urban,90,Lichfield,1,72400.0,False
HG5 9ES,435085,458119,Unsurveyed/Urban,50,Harrogate,1,354500.0,False
BD5 7PS,415789,431684,Unsurveyed/Urban,150,Bradford,1,90200.0,False
OL4 2ED,394788,405765,Unsurveyed/Urban,230,Oldham,1,184100.0,False
CV13 0NG,444378,306572,Stagnosols,140,Hinckley and Bosworth,1,419000.0,False
SR1 2AD,440296,557361,Unsurveyed/Urban,0,Sunderland,1,211200.0,False
B8 2AW,412446,288246,Unsurveyed/Urban,100,Birmingham,1,172700.0,False
OL6 6GZ,394100,399200,Unsurveyed/Urban,110,Tameside,1,134900.0,False
NE24 4LE,428723,581302,Stagnosols,20,Northumberland,1,96700.0,False
LE10 9WW,442396,293271,Luvisols,110,Hinckley and Bosworth,1,,False
LS12 2PR,427889,433838,Unsurveyed/Urban,50,Leeds,1,125500.0,False
DE7 3DS,445263,333321,Luvisols,40,Erewash,1,,False
SK4 2JG,388151,390435,Unsurveyed/Urban,50,Stockport,1,334600.0,False
NG34 0DQ,507087,338071,Gleysols,20,North Kesteven,1,286300.0,False
BD23 5JW,383900,479800,Stagnosols,380,Craven,1,412100.0,False
B32 2DD,400421,284751,Unsurveyed/Urban,190,Birmingham,1,192900.0,False
HU10 6JB,503677,430498,Leptosols,10,East Riding of Yorkshire,1,232300.0,False
WF11 8EH,449258,423722,Unsurveyed/Urban,20,Wakefield,1,115900.0,False
YO31 7RF,460720,452541,Unsurveyed/Urban,10,York,1,329000.0,False
NG19 6AB,453216,361689,Unsurveyed/Urban,110,Mansfield,1,136100.0,False
HG5 0HA,434900,457100,Unsurveyed/Urban,70,Harrogate,1,315500.0,False
DE14 3PY,423939,322253,Unsurveyed/Urban,50,East Staffordshire,6,93300.0,True
BD20 5SY,409927,441922,Stagnosols,150,Bradford,1,214700.0,False
NE34 7RQ,438645,564528,Unsurveyed/Urban,40,South Tyneside,1,268000.0,False
NG10 3SX,448023,332255,Unsurveyed/Urban,30,Erewash,4,101800.0,True
HD3 3AL,412750,417684,Unsurveyed/Urban,160,Kirklees,1,202900.0,False
WS6 9BB,398685,305920,Unsurveyed/Urban,150,South Staffordshire,1,,False
NE9 6LW,426177,558525,Unsurveyed/Urban,70,Gateshead,1,167900.0,False
SK17 0LJ,409177,360839,Planosols,250,Staffordshire Moorlands,1,369600.0,False
LE9 7ZG,442609,293735,Luvisols,110,Hinckley and Bosworth,1,207600.0,False
PE34 4WE,554512,320050,Gleysols,0,King's Lynn and West Norfolk,8,233200.0,False
HX5 9ET,411700,421350,Unsurveyed/Urban,80,Calderdale,1,108400.0,False
LE9 5AJ,454815,298829,Planosols,70,Blaby,1,,False
BD1 1DL,416330,433119,Unsurveyed/Urban,100,Bradford,1,100400.0,False
S81 9SR,458539,387207,Cambisols,40,Bassetlaw,1,157100.0,False
LS16 7DG,425344,440300,Unsurveyed/Urban,180,Leeds,1,340900.0,False
DE5 6BD,440234,358199,Stagnosols,130,North East Derbyshire,1,,False
PE13 5NH,540872,316079,Gleysols,0,Fenland,5,266900.0,False
LS1 5EL,430035,433385,Unsurveyed/Urban,30,Leeds,1,4252500.0,False
ST20 0FG,383285,320576,Cambisols,110,Stafford,1,449000.0,False
SK3 0BS,387872,389501,Unsurveyed/Urban,60,Stockport,1,495100.0,False
DL13 1DQ,384957,540433,Stagnosols,420,County Durham,1,282700.0,False
HU5 3UB,507033,429786,Unsurveyed/Urban,0,"Kingston upon Hull, City of",6,73100.0,False
NE65 7YZ,405534,601841,Cambisols,110,Northumberland,1,229600.0,False
NE61 2HN,420770,585144,Unsurveyed/Urban,60,Northumberland,1,298600.0,False
S8 8PQ,435441,383362,Unsurveyed/Urban,190,Sheffield,1,222400.0,False
DL5 6GH,426119,523372,Stagnosols,120,Darlington,1,331100.0,False
S42 5YG,437836,371072,Unsurveyed/Urban,90,Chesterfield,1,168600.0,False
WS9 9EP,405924,303342,Cambisols,180,Walsall,1,362800.0,False
S9 4AT,440232,387433,Unsurveyed/Urban,90,Sheffield,1,98800.0,False
LS28 8AF,422422,432795,Unsurveyed/Urban,150,Leeds,1,231500.0,False
PE21 8SS,532582,343809,Unsurveyed/Urban,0,Boston,6,123200.0,False
LS15 4PJ,439103,436851,Cambisols,90,Leeds,1,316400.0,False
NR11 8DL,630386,337349,Cambisols,30,North Norfolk,1,191500.0,False
NE29 0PS,434600,568800,Unsurveyed/Urban,50,North Tyneside,1,278800.0,False
IP11 0XJ,628372,236361,Cambisols,20,East Suffolk,1,272000.0,False
S9 4ED,439295,386623,Unsurveyed/Urban,90,Sheffield,1,104000.0,False
DE2 6TD,438802,335823,Unsurveyed/Urban,60,Derby,1,,False
S9 1FT,438700,391200,Unsurveyed/Urban,80,Sheffield,1,158500.0,False
DH5 9ED,435610,548069,Unsurveyed/Urban,90,Sunderland,1,205300.0,False
HU5 5GQ,505372,429980,Unsurveyed/Urban,0,"Kingston upon Hull, City of",1,111500.0,False
NN14 6DA,482085,281230,Cambisols,120,North Northamptonshire,1,194200.0,False
B16 8RX,405125,286729,Unsurveyed/Urban,150,Birmingham,1,309400.0,False
S7 1DT,434693,385108,Unsurveyed/Urban,80,Sheffield,1,149100.0,False
NN15 5QB,489956,274179,Cambisols,60,North Northamptonshire,1,313900.0,False
WF5 0JJ,428418,419750,Unsurveyed/Urban,90,Wakefield,1,94700.0,False
LN1 3JS,497536,372691,Unsurveyed/Urban,60,Lincoln,1,230600.0,False
TS17 9QB,446557,516802,Stagnosols,10,Stockton-on-Tees,1,185400.0,False
S5 6LZ,436628,391895,Unsurveyed/Urban,130,Sheffield,1,98500.0,False
HX2 8UF,406646,427977,Unsurveyed/Urban,230,Calderdale,1,120400.0,False
NR34 7JX,649891,282836,Arenosols,10,East Suffolk,9,302300.0,False
SK17 6FD,405784,374131,Unsurveyed/Urban,310,High Peak,1,159200.0,False
WF8 2RA,446121,420728,Unsurveyed/Urban,50,Wakefield,1,192800.0,False
LE6 0ZU,442306,314418,Unsurveyed/Urban,150,North West Leicestershire,1,225000.0,False
YO25 9WE,493400,452400,Leptosols,60,East Riding of Yorkshire,1,284900.0,False
HU17 8QZ,501615,439659,Luvisols,40,East Riding of Yorkshire,1,359100.0,False
DY6 0AX,386878,289265,Arenosols,70,South Staffordshire,1,294800.0,False
NG5 3EL,457401,343666,Unsurveyed/Urban,60,Nottingham,1,240600.0,False
WS1 3BT,401483,297621,Unsurveyed/Urban,150,Walsall,1,153500.0,False
WS1 1DP,401396,298550,Unsurveyed/Urban,120,Walsall,6,51800.0,False
B20 2NJ,405498,289132,Unsurveyed/Urban,140,Birmingham,1,237700.0,False
TS13 4PW,471921,518207,Cambisols,70,Redcar and Cleveland,1,22100.0,False
NR18 0PA,611678,301856,Luvisols,40,South Norfolk,1,208200.0,False
NG5 2HW,457349,343093,Unsurveyed/Urban,70,Nottingham,1,185900.0,False
BD5 7UG,416376,431694,Unsurveyed/Urban,140,Bradford,1,89900.0,False
YO32 3SZ,461323,458451,Gleysols,10,York,1,332600.0,False
DN8 5QR,469293,412193,Stagnosols,0,Doncaster,8,130400.0,False
WF10 4BX,443592,425018,Unsurveyed/Urban,30,Wakefield,1,193500.0,False
HG4 1TT,431897,470486,Cambisols,30,Harrogate,1,242100.0,False
NG24 3SJ,476832,351791,Cambisols,10,Newark and Sherwood,1,182200.0,False
WF1 9AH,433076,420442,Unsurveyed/Urban,30,Wakefield,1,,False
LS27 8QF,427000,428000,Unsurveyed/Urban,120,Leeds,1,165900.0,False
TS18 1YE,443993,518654,Unsurveyed/Urban,10,Stockton-on-Tees,1,99500.0,False
NE33 4LY,436707,566534,Unsurveyed/Urban,20,South Tyneside,1,103600.0,False
WA16 8YB,376000,378400,Unsurveyed/Urban,60,Cheshire East,1,581300.0,False
PE10 9BH,509625,320447,Cambisols,10,South Kesteven,1,271400.0,False
HU17 7DZ,502583,440414,Unsurveyed/Urban,10,East Riding of Yorkshire,1,310200.0,False
HU8 7JH,510414,429342,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,110700.0,True
DE21 7NH,439851,335377,Unsurveyed/Urban,50,Derby,1,89800.0,False
B18 7EE,404586,287921,Unsurveyed/Urban,140,Birmingham,1,155800.0,False
LN8 6AE,519941,389097,Leptosols,120,East Lindsey,5,364300.0,False
NG5 5SB,457295,345375,Unsurveyed/Urban,80,Nottingham,1,152300.0,False
DE13 9PD,416265,324493,Stagnosols,130,East Staffordshire,1,750700.0,False
SK8 9BX,385616,388498,Unsurveyed/Urban,40,Stockport,1,,False
IP5 7AB,621775,245764,Unsurveyed/Urban,30,East Suffolk,1,,False
M34 7GD,393369,393482,Unsurveyed/Urban,100,Tameside,1,157700.0,False
BD4 7EH,416747,431281,Unsurveyed/Urban,140,Bradford,1,170100.0,False
TS24 0SD,451436,532891,Unsurveyed/Urban,10,Hartlepool,1,149600.0,False
OL3 6EZ,400172,405550,Arenosols,200,Oldham,1,273300.0,False
DN12 3AL,452013,398858,Unsurveyed/Urban,50,Doncaster,1,119300.0,False
DE14 3WD,425087,324294,Unsurveyed/Urban,50,East Staffordshire,1,201600.0,True
DH7 9PA,419369,541923,Stagnosols,130,County Durham,1,207800.0,False
S70 5DG,435256,403517,Unsurveyed/Urban,60,Barnsley,1,181600.0,False
NE42 6DL,406729,563846,Stagnosols,70,Northumberland,1,230500.0,False
DN14 0RT,458885,423382,Arenosols,10,Selby,8,214300.0,False
TS9 5WU,450368,514333,Stagnosols,50,Middlesbrough,1,289000.0,False
WF8 2YW,447187,421781,Cambisols,50,Wakefield,1,216300.0,False
BD17 7RD,418181,440259,Unsurveyed/Urban,70,Bradford,7,249200.0,False
S66 2RX,448839,392264,Unsurveyed/Urban,130,Rotherham,1,81800.0,False
B10 0RT,408500,286000,Unsurveyed/Urban,110,Birmingham,1,600100.0,False
LE10 1JF,443709,294203,Luvisols,130,Hinckley and Bosworth,1,296400.0,False
YO19 5XQ,466296,454176,Gleysols,20,York,5,391700.0,False
HD3 3TE,409915,418629,Cambisols,270,Kirklees,1,200400.0,False
DE2 5DT,435791,341668,Cambisols,60,Erewash,1,,False
NG22 0TF,477645,373665,Luvisols,20,Bassetlaw,1,399200.0,False
LS28 8QW,422062,432693,Unsurveyed/Urban,160,Leeds,1,200900.0,False
LS2 8XW,428811,433420,Unsurveyed/Urban,30,Leeds,1,2955000.0,False
DE3 9JH,431159,335793,Unsurveyed/Urban,100,Derby,1,281600.0,False
LS12 6EL,427388,431410,Unsurveyed/Urban,40,Leeds,1,497600.0,False
S43 4HD,447327,377217,Arenosols,150,Bolsover,1,190600.0,False
S40 3AR,436112,370717,Unsurveyed/Urban,100,Chesterfield,1,98000.0,False
S61 4RT,441722,394904,Stagnosols,70,Rotherham,1,216000.0,False
LE4 7BR,461000,306000,Unsurveyed/Urban,60,Leicester,1,252800.0,False
BD13 2HQ,409784,430173,Unsurveyed/Urban,350,Bradford,1,164600.0,False
NG15 9ES,456000,355000,Unsurveyed/Urban,140,Gedling,1,327000.0,False
TS7 0QQ,452850,514772,Unsurveyed/Urban,80,Middlesbrough,1,251000.0,False
S66 3YL,448890,392621,Arenosols,120,Rotherham,1,190300.0,False
NG31 8TH,491519,335571,Unsurveyed/Urban,60,South Kesteven,1,206700.0,False
NR3 2PN,621501,310452,Unsurveyed/Urban,20,Norwich,1,257700.0,False
B77 2JF,421750,302599,Unsurveyed/Urban,70,Tamworth,1,161800.0,False
B16 9JY,404142,286330,Unsurveyed/Urban,160,Birmingham,1,282500.0,False
DE56 1GS,435753,347925,Unsurveyed/Urban,110,Amber Valley,1,112500.0,False
DN14 7EN,474297,427871,Arenosols,10,East Riding of Yorkshire,6,286600.0,False
DL8 4QP,412707,487704,Cambisols,140,Richmondshire,1,333900.0,False
DN34 5XN,524783,408583,Unsurveyed/Urban,10,North East Lincolnshire,3,97100.0,False
SK14 4HG,395757,396391,Unsurveyed/Urban,150,Tameside,1,184700.0,False
DL8 3TF,398432,484874,Cambisols,180,Richmondshire,1,346900.0,False
LN11 8UN,538754,387333,Stagnosols,20,East Lindsey,1,109700.0,False
TS18 5NS,441507,517835,Unsurveyed/Urban,20,Stockton-on-Tees,1,196500.0,False
NE3 4GY,423613,568196,Unsurveyed/Urban,70,Newcastle upon Tyne,1,360200.0,False
YO4 1HP,474564,455383,Luvisols,20,East Riding of Yorkshire,1,,False
NN10 6EA,495607,267230,Unsurveyed/Urban,60,North Northamptonshire,1,410200.0,False
S7 1WB,434412,383896,Unsurveyed/Urban,90,Sheffield,1,263100.0,False
PE9 1XD,503136,307811,Unsurveyed/Urban,50,South Kesteven,1,223100.0,False
S64 0LB,449315,399902,Unsurveyed/Urban,20,Doncaster,1,134900.0,True
HD9 1HR,416497,407343,Stagnosols,190,Kirklees,1,278600.0,False
NE28 0HG,432240,568035,Unsurveyed/Urban,50,North Tyneside,1,103300.0,False
BD17 7LG,416809,439769,Unsurveyed/Urban,80,Bradford,1,297200.0,False
NR14 7HS,632929,304412,Histosols,0,South Norfolk,6,430800.0,False
BD19 3NX,418812,425664,Unsurveyed/Urban,100,Kirklees,1,147100.0,False
S80 3JW,452089,381068,Cambisols,110,Rotherham,1,216300.0,False
S12 4LP,442045,383222,Unsurveyed/Urban,100,Sheffield,1,132800.0,False
DL6 1EB,437076,494457,Unsurveyed/Urban,40,Hambleton,1,209100.0,False
M34 5YQ,392614,395430,Unsurveyed/Urban,100,Tameside,1,282300.0,False
NR17 1PZ,608530,293531,Stagnosols,60,Breckland,1,351400.0,False
S64 9WU,444600,401062,Unsurveyed/Urban,20,Rotherham,1,82700.0,False
LE17 4TA,453411,284463,Stagnosols,120,Harborough,1,759300.0,False
NG31 9WG,491515,335558,Unsurveyed/Urban,60,South Kesteven,1,212300.0,False
BD19 4RE,421053,425796,Unsurveyed/Urban,150,Kirklees,1,148400.0,False
NE34 0DH,435625,563874,Unsurveyed/Urban,20,South Tyneside,1,112800.0,False
ST10 1XR,400295,342782,Planosols,170,Staffordshire Moorlands,1,257500.0,False
IP25 6AD,591591,300800,Stagnosols,50,Breckland,1,264500.0,False
TS19 8LX,441969,521538,Unsurveyed/Urban,40,Stockton-on-Tees,1,125900.0,False
NE40 4UG,413531,563477,Unsurveyed/Urban,80,Gateshead,1,96500.0,False
DN20 8AA,500177,407383,Unsurveyed/Urban,10,North Lincolnshire,1,173300.0,False
NR25 6LY,608555,338913,Cambisols,60,North Norfolk,1,391600.0,False
BD20 9NG,404277,446862,Stagnosols,120,Bradford,1,311900.0,False
SK10 2GG,391572,375175,Unsurveyed/Urban,150,Cheshire East,1,180300.0,False
DN15 8NE,488362,411884,Unsurveyed/Urban,40,North Lincolnshire,1,71900.0,False
OL2 6QQ,391975,407802,Unsurveyed/Urban,160,Oldham,1,166200.0,False
WF4 6JJ,429003,418539,Unsurveyed/Urban,70,Wakefield,1,202500.0,False
SK17 0RE,405493,366549,Podsols,380,Staffordshire Moorlands,1,425900.0,False
TS15 9HY,442114,511987,Stagnosols,30,Stockton-on-Tees,1,132200.0,False
B29 6UE,404630,282138,Unsurveyed/Urban,140,Birmingham,1,263700.0,False
NG16 3NX,446008,346985,Unsurveyed/Urban,80,Broxtowe,1,243400.0,False
DL14 9QW,415676,524704,Stagnosols,170,County Durham,1,49800.0,False
YO30 5FY,458666,453744,Unsurveyed/Urban,10,York,1,270100.0,False
NG33 5AJ,492600,330400,Leptosols,70,South Kesteven,1,262500.0,False
DH1 5DJ,426574,545462,Unsurveyed/Urban,100,County Durham,1,268000.0,False
LE11 1JZ,453916,320565,Unsurveyed/Urban,40,Charnwood,9,200000.0,False
LS1 2AN,429912,433499,Unsurveyed/Urban,40,Leeds,1,1778500.0,False
NR3 1GS,623299,309102,Histosols,10,Norwich,2,463500.0,True
TD15 1EE,399960,652987,Unsurveyed/Urban,20,Northumberland,1,70000.0,False
SK10 9QB,391805,373928,Unsurveyed/Urban,150,Cheshire East,1,,False
