postcode,easting,northing,soilType,elevation
LE9 9DE,452160,304421,Unsurveyed/Urban,80
NN16 0SA,487314,278774,Unsurveyed/Urban,80
IP16 4TF,642570,264320,Stagnosols,20
DL10 6EB,425319,500241,Cambisols,50
NN17 1SE,488462,288505,Unsurveyed/Urban,110
PE6 8TZ,516467,309089,Gleysols,10
IP25 6RP,592545,301137,Stagnosols,50
TS20 1NS,444021,522558,Unsurveyed/Urban,30
DL1 1GP,429625,514343,Unsurveyed/Urban,50
DN4 8AW,456930,401747,Unsurveyed/Urban,10
YO30 4SZ,458472,455015,Stagnosols,10
B16 9JX,404141,286329,Unsurveyed/Urban,160
OL4 5JN,395000,404500,Unsurveyed/Urban,170
S30 5PA,427926,397886,Unsurveyed/Urban,220
DE73 8DR,438498,325762,Planosols,70
PE36 6AG,567533,341034,Luvisols,30
B10 9EB,410623,285912,Unsurveyed/Urban,120
S60 5RT,441185,389923,Unsurveyed/Urban,60
BD21 2ST,405979,441835,Unsurveyed/Urban,120
OL4 3LS,395213,404650,Unsurveyed/Urban,180
S73 8DH,439697,403341,Unsurveyed/Urban,50
BD24 0BP,381078,463854,Cambisols,150
S70 5UG,434410,401101,Unsurveyed/Urban,130
YO61 1ES,458852,461844,Stagnosols,20
IP17 1UP,643660,261002,Arenosols,10
DN8 5PR,469505,412704,Stagnosols,0
NR20 3JP,608404,312202,Cambisols,30
WS12 4QU,397239,312345,Arenosols,160
DN16 1DB,490900,409800,Unsurveyed/Urban,30
DE72 3TS,441774,334724,Unsurveyed/Urban,50
SK4 3PD,389357,390095,Unsurveyed/Urban,60
DL1 5UB,428996,512901,Unsurveyed/Urban,40
LE16 7ZE,474422,287870,Gleysols,80
DN40 3QE,513533,420067,Stagnosols,10
TS1 1WW,448907,520333,Unsurveyed/Urban,10
PE30 4PW,562600,317900,Gleysols,0
WS11 2TQ,399339,312083,Unsurveyed/Urban,160
SK14 5DY,395769,394335,Unsurveyed/Urban,140
LE6 0DT,453263,307353,Luvisols,80
BD3 8BY,418805,433151,Unsurveyed/Urban,180
HX5 9QJ,411897,421186,Unsurveyed/Urban,90
HX6 1HA,404347,423179,Unsurveyed/Urban,200
NR7 7YU,624885,310736,Unsurveyed/Urban,40
PE2 6WL,516135,303110,Stagnosols,10
DE7 4DE,446785,340351,Unsurveyed/Urban,80
DH8 8EQ,408201,549318,Unsurveyed/Urban,190
NG31 8TE,491519,335571,Unsurveyed/Urban,60
NE1 3NU,424800,563700,Unsurveyed/Urban,30
DL3 9TX,425948,516062,Unsurveyed/Urban,60
HG1 3LA,429732,457076,Unsurveyed/Urban,90
S9 1TY,435732,387312,Unsurveyed/Urban,60
SK23 9UW,404164,379370,Stagnosols,220
LE67 1GD,443683,310135,Stagnosols,170
LS9 6BP,432730,434912,Unsurveyed/Urban,80
SK7 5BW,390804,386807,Unsurveyed/Urban,80
B34 6SR,414889,289091,Unsurveyed/Urban,100
NR23 1HQ,591360,343360,Leptosols,10
LS26 1BL,439221,432401,Unsurveyed/Urban,50
B78 3JE,420356,303500,Gleysols,60
LS27 7RX,427329,429990,Unsurveyed/Urban,60
NR16 2EN,603938,286053,Arenosols,40
DH8 7JA,411953,549918,Unsurveyed/Urban,230
ST20 0RH,374938,328654,Cambisols,120
S6 2HN,433773,389449,Unsurveyed/Urban,70
IP11 2GD,629218,232953,Unsurveyed/Urban,10
DE73 7GA,432846,329021,Cambisols,50
NR9 5WT,610888,301634,Luvisols,40
SK10 2LN,392773,374397,Unsurveyed/Urban,150
LE10 0QX,442872,295130,Luvisols,120
DN17 1DE,488808,409660,Unsurveyed/Urban,50
YO51 9DU,440425,468895,Cambisols,20
LN13 9PG,547472,373657,Stagnosols,10
SK23 7LJ,401560,380279,Stagnosols,180
HG1 2HN,429610,456021,Unsurveyed/Urban,110
HG3 3DJ,426850,463833,Stagnosols,120
LS25 5EF,450980,429597,Gleysols,10
S1 4NR,434889,386980,Unsurveyed/Urban,80
PE15 9PY,541511,295263,Unsurveyed/Urban,0
NE1 4WY,424772,563706,Unsurveyed/Urban,30
PE32 1PX,573909,316622,Gleysols,20
WV12 5HS,398149,301548,Unsurveyed/Urban,160
B79 7YF,419079,304571,Gleysols,60
S36 2PG,429007,397201,Podsols,170
YO42 2AG,480293,449024,Cambisols,30
LE11 5ZA,453941,319865,Unsurveyed/Urban,40
NG12 2GN,465170,339459,Unsurveyed/Urban,30
NE33 9DS,436403,567175,Unsurveyed/Urban,10
HU9 4RP,514353,430761,Unsurveyed/Urban,10
PE1 9GQ,516135,303110,Stagnosols,10
LE15 8WS,484166,306491,Stagnosols,110
LN2 3UB,501346,379581,Cambisols,20
S9 3LQ,437384,387702,Unsurveyed/Urban,80
NG18 1WA,453192,361530,Unsurveyed/Urban,110
PE20 3PP,523575,340818,Gleysols,0
LE13 9ZZ,476493,319573,Stagnosols,80
S64 9NQ,446731,399947,Unsurveyed/Urban,20
HD7 2SN,415287,409815,Unsurveyed/Urban,150
WF5 0QR,428528,420238,Unsurveyed/Urban,80
NG9 1FQ,452601,336545,Unsurveyed/Urban,30
PE24 5WD,556336,363349,Unsurveyed/Urban,0
LS10 4UZ,430955,428044,Unsurveyed/Urban,120
IP4 5RB,620422,245527,Unsurveyed/Urban,40
NG22 8RB,464560,360926,Unsurveyed/Urban,70
NG20 9EP,453394,370611,Unsurveyed/Urban,70
YO1 7HT,460319,452075,Unsurveyed/Urban,20
ST15 0RW,386332,332969,Gleysols,110
NG24 2FF,480722,355964,Gleysols,10
WF1 2JA,432854,423155,Unsurveyed/Urban,70
B12 9WT,411386,284123,Unsurveyed/Urban,120
NG19 9PH,455217,363544,Unsurveyed/Urban,90
SK2 5NA,391880,388310,Unsurveyed/Urban,80
HX1 5PA,408332,425443,Unsurveyed/Urban,200
LS23 6EE,442460,445721,Unsurveyed/Urban,40
WF9 2NN,447136,412117,Luvisols,40
LE4 1BW,456697,308737,Cambisols,90
B31 2LH,402334,279181,Unsurveyed/Urban,170
WF10 3UB,444144,425153,Unsurveyed/Urban,70
BD23 1EF,399017,451620,Stagnosols,110
DE73 5PZ,437425,330446,Unsurveyed/Urban,50
DL8 2LH,430638,483664,Cambisols,50
WS7 1NT,404610,310354,Unsurveyed/Urban,180
HU9 3JG,512961,431063,Unsurveyed/Urban,10
PE36 5DY,567702,340223,Luvisols,30
TS17 6HW,445371,517730,Unsurveyed/Urban,10
DN14 7JS,472030,429499,Arenosols,10
DN14 5FN,476249,425278,Cambisols,10
HU7 3DD,508691,434302,Gleysols,0
BD20 5SA,409066,442092,Stagnosols,120
LS8 3DT,434099,435912,Unsurveyed/Urban,60
HX2 9PZ,407906,429195,Unsurveyed/Urban,260
S40 2TX,438600,369300,Unsurveyed/Urban,80
NG7 3FL,455228,340311,Unsurveyed/Urban,40
TS10 5RT,459135,522318,Stagnosols,10
DE21 2ST,438239,338727,Unsurveyed/Urban,100
ST7 2RE,380332,354910,Unsurveyed/Urban,100
DE74 2UA,443513,327429,Cambisols,70
WV8 2HT,385146,301919,Cambisols,150
DH7 8TY,423620,540238,Stagnosols,150
BD20 9DY,400529,448378,Cambisols,130
NE61 3XD,412901,581401,Stagnosols,100
DE2 4PW,438022,338118,Unsurveyed/Urban,80
SK7 1AN,389061,384597,Unsurveyed/Urban,80
NE22 5DN,426071,581899,Unsurveyed/Urban,50
B46 3DZ,420062,288275,Cambisols,100
B76 1AX,414439,292380,Unsurveyed/Urban,90
B5 5DG,407396,286638,Unsurveyed/Urban,120
LE11 4QA,451935,319613,Unsurveyed/Urban,50
NG5 4ER,458138,344912,Unsurveyed/Urban,60
DL2 2ET,430659,510363,Cambisols,30
S2 2YW,435783,387323,Unsurveyed/Urban,60
YO2 1QD,459631,448175,Stagnosols,10
DE7 1JH,435032,323703,Planosols,110
NE39 1JU,416502,558399,Unsurveyed/Urban,60
CW2 6BE,370500,354700,Unsurveyed/Urban,50
NE61 2FT,421124,584633,Stagnosols,50
IP16 4DH,644239,262252,Luvisols,10
TS26 9AG,450555,531781,Unsurveyed/Urban,10
DN15 8SQ,486429,414570,Gleysols,10
ST19 5DT,392620,314096,Unsurveyed/Urban,80
B75 5RH,413491,299577,Arenosols,150
NR30 4LF,652586,308981,Unsurveyed/Urban,0
HX6 4RF,401572,418159,Stagnosols,240
SK15 1UE,395822,397877,Unsurveyed/Urban,140
YO7 4BH,445171,490524,Stagnosols,110
SK7 0DZ,389081,384401,Unsurveyed/Urban,80
LN13 9JE,544764,375412,Stagnosols,10
CW12 4AB,385948,362791,Unsurveyed/Urban,100
NE21 5QB,418755,563243,Unsurveyed/Urban,10
WF1 5JL,433700,420100,Unsurveyed/Urban,30
LN4 4EG,514789,354984,Stagnosols,10
YO32 5WS,461396,453976,Unsurveyed/Urban,10
NR30 2LN,652748,307179,Unsurveyed/Urban,0
NN18 8DT,488879,287934,Unsurveyed/Urban,110
DL2 3RR,414526,516182,Cambisols,100
PE3 6DA,518324,298698,Unsurveyed/Urban,10
HD4 5UA,411129,415425,Unsurveyed/Urban,140
NG1 2NH,457316,339906,Unsurveyed/Urban,40
NE38 7YE,430075,556982,Unsurveyed/Urban,70
NR1 3HH,623308,307659,Unsurveyed/Urban,30
CW5 5TN,365421,352916,Unsurveyed/Urban,40
B74 2LH,408478,298058,Unsurveyed/Urban,160
NE69 7BW,418003,634864,Cambisols,20
LN10 6ST,519585,363206,Stagnosols,10
CW4 8GD,377240,370079,Arenosols,60
DL17 8SA,429316,533857,Stagnosols,100
B30 3BL,405485,280377,Unsurveyed/Urban,140
YO2 2LF,459028,448844,Unsurveyed/Urban,10
YO16 5SR,518309,467775,Unsurveyed/Urban,20
S19 6FE,444105,383324,Unsurveyed/Urban,60
NG2 2DY,457467,338393,Unsurveyed/Urban,30
DL13 3EL,407733,537390,Cambisols,140
NR5 9HE,617702,308859,Arenosols,20
DL14 6QY,420193,527780,Unsurveyed/Urban,110
DN20 0SE,495831,408855,Arenosols,40
HD6 4JZ,415697,422986,Cambisols,110
DL11 7BL,413900,515262,Cambisols,120
TS5 8DR,448715,515507,Unsurveyed/Urban,30
DE15 9PD,425254,320520,Unsurveyed/Urban,70
S80 2QL,460374,378598,Unsurveyed/Urban,40
NR10 3PH,624597,314978,Cambisols,20
DE13 8NE,414170,319135,Luvisols,70
LS27 0HE,426925,426649,Unsurveyed/Urban,140
NG24 4TP,478304,352867,Cambisols,10
NR11 8NJ,625314,336771,Cambisols,50
WS15 2WA,404945,318362,Cambisols,70
M34 2XP,390932,395090,Unsurveyed/Urban,80
TS27 4LE,445742,539404,Unsurveyed/Urban,60
SK4 4QZ,387871,392603,Unsurveyed/Urban,60
DN4 5HZ,457733,401965,Unsurveyed/Urban,10
PE11 1UJ,525047,322686,Unsurveyed/Urban,10
HD9 1AY,414592,407689,Unsurveyed/Urban,180
TS10 5BL,459135,525108,Unsurveyed/Urban,10
NR4 6BD,622364,306539,Unsurveyed/Urban,30
S10 4GG,430083,385415,Unsurveyed/Urban,220
WA16 8BH,376397,378320,Unsurveyed/Urban,60
S30 4LY,433897,397971,Unsurveyed/Urban,130
SK12 1JD,391546,383060,Unsurveyed/Urban,90
CW5 6EZ,366032,352902,Unsurveyed/Urban,40
HU6 7TW,509295,432522,Unsurveyed/Urban,0
SR8 2YW,441779,540967,Unsurveyed/Urban,120
DH6 2YZ,439300,541200,Unsurveyed/Urban,140
S45 9QJ,438131,364007,Planosols,140
PE33 9EA,565362,303786,Luvisols,30
NG7 5ZX,452350,340566,Unsurveyed/Urban,60
S81 7BS,457861,380423,Unsurveyed/Urban,50
HU13 9WT,503746,426058,Unsurveyed/Urban,10
LS10 3NF,431000,428400,Unsurveyed/Urban,110
DN33 2AH,526657,407275,Unsurveyed/Urban,10
NG24 1QF,480171,353575,Unsurveyed/Urban,10
LE6 4DE,442984,316389,Unsurveyed/Urban,140
M34 3EA,393118,395466,Unsurveyed/Urban,100
NE18 0BE,411384,569879,Stagnosols,120
HU13 9LH,503399,426484,Unsurveyed/Urban,10
PE22 7BB,531564,347107,Gleysols,0
NG18 4UH,455138,360111,Unsurveyed/Urban,130
S60 4DE,445709,390418,Cambisols,60
SK6 8DF,395663,384864,Unsurveyed/Urban,170
S31 9DB,442825,379005,Unsurveyed/Urban,90
ST16 2RP,391845,324350,Unsurveyed/Urban,80
DE75 7FE,443054,346640,Unsurveyed/Urban,100
TS16 0ZG,443600,519400,Unsurveyed/Urban,10
SR5 9RJ,437260,558340,Unsurveyed/Urban,10
CW3 0FE,366361,343622,Cambisols,60
S19 5DQ,442681,381198,Unsurveyed/Urban,90
LN2 5EF,498258,371212,Unsurveyed/Urban,10
WS14 9RD,411753,307246,Cambisols,100
DE14 9TG,423987,323441,Unsurveyed/Urban,50
B76 9QL,416810,294247,Luvisols,100
S40 4PD,436540,371668,Unsurveyed/Urban,100
HX1 4RJ,407745,425642,Unsurveyed/Urban,220
LE8 6JA,455939,296840,Stagnosols,70
LN2 3EW,500343,390389,Gleysols,20
PE14 0RD,545533,308826,Unsurveyed/Urban,0
DN3 3QJ,462815,402233,Arenosols,10
B13 9SB,408062,282574,Unsurveyed/Urban,160
B7 5HT,408852,289022,Unsurveyed/Urban,100
YO10 3UL,461693,451532,Unsurveyed/Urban,10
NE8 2HW,424900,562700,Unsurveyed/Urban,70
NR31 0AZ,651666,307602,Unsurveyed/Urban,0
YO24 2RH,457734,449007,Unsurveyed/Urban,20
HU7 4PH,511049,433240,Unsurveyed/Urban,10
SR4 0QE,435267,557017,Unsurveyed/Urban,20
NE1 6PD,425529,564375,Unsurveyed/Urban,40
B77 9AF,421405,303425,Unsurveyed/Urban,70
NR27 0EB,622775,341052,Arenosols,40
HD1 2HU,414300,416500,Unsurveyed/Urban,100
WS3 2AB,400277,300790,Unsurveyed/Urban,150
YO10 4AB,460674,451219,Unsurveyed/Urban,10
NR34 7AU,643406,289660,Unsurveyed/Urban,10
PE1 2DL,518394,300321,Unsurveyed/Urban,10
LS11 7NP,429132,430892,Unsurveyed/Urban,70
CW5 7WT,365153,352458,Unsurveyed/Urban,40
LE14 2RE,474002,309750,Cambisols,120
YO24 1BF,459636,450980,Unsurveyed/Urban,20
WS5 3YD,401356,298698,Unsurveyed/Urban,120
LS10 4XX,431024,430387,Unsurveyed/Urban,50
S73 0AJ,440161,403004,Unsurveyed/Urban,40
DE13 0YT,425087,324294,Unsurveyed/Urban,50
BD5 0RE,416000,432000,Unsurveyed/Urban,140
NE46 2AU,392883,563374,Unsurveyed/Urban,110
NE33 4YS,437100,565700,Unsurveyed/Urban,30
PE14 8EL,551400,307500,Gleysols,0
BD22 0AP,397553,443247,Stagnosols,200
DH7 7ET,422554,541710,Stagnosols,120
PE22 7QT,527685,361200,Gleysols,10
NG4 4JH,460473,343232,Unsurveyed/Urban,90
NE10 9XJ,428283,560947,Unsurveyed/Urban,100
B29 7RE,405306,282054,Unsurveyed/Urban,140
B9 4SZ,410152,286683,Unsurveyed/Urban,130
IP5 1NA,621840,244790,Arenosols,30
NG19 7AH,453445,361925,Unsurveyed/Urban,120
TD15 9SB,399962,653196,Unsurveyed/Urban,30
B23 5AP,409223,293276,Unsurveyed/Urban,120
CW11 0YJ,376338,361621,Arenosols,70
TS18 1PE,444128,519058,Unsurveyed/Urban,10
BD13 5BX,407164,436373,Cambisols,210
LS11 9LJ,428996,432034,Unsurveyed/Urban,40
LE18 9HP,460512,298869,Unsurveyed/Urban,90
LE67 4RQ,445531,313982,Unsurveyed/Urban,180
LN3 5EE,517808,370303,Stagnosols,10
NG2 9XG,457577,339306,Unsurveyed/Urban,30
SK14 2NT,395635,395176,Unsurveyed/Urban,110
BD5 8YX,416100,431000,Unsurveyed/Urban,170
WS13 6RX,410769,308447,Arenosols,90
ST8 6QN,388866,358655,Unsurveyed/Urban,160
S11 8AZ,434253,385736,Unsurveyed/Urban,110
PE3 7AT,517236,300115,Unsurveyed/Urban,20
IP18 6LE,650818,276560,Arenosols,10
S70 3DB,436154,405055,Unsurveyed/Urban,110
M43 7UY,390126,398523,Unsurveyed/Urban,90
NR8 5BX,618005,311453,Arenosols,20
WF10 2AX,442593,428924,Stagnosols,30
NN17 1LE,488252,289749,Unsurveyed/Urban,120
HG4 9AX,431300,471393,Unsurveyed/Urban,40
HD3 3UQ,409798,418196,Unsurveyed/Urban,270
HU8 8DB,510300,430700,Unsurveyed/Urban,10
BD23 3UL,389211,450563,Stagnosols,170
S10 4BA,430322,386050,Unsurveyed/Urban,270
NR32 4HH,654889,294304,Unsurveyed/Urban,20
NE37 1RU,429763,556657,Unsurveyed/Urban,70
NE34 7TY,439136,565421,Unsurveyed/Urban,40
WF17 0AA,423716,425063,Unsurveyed/Urban,80
NN17 5AT,489664,289665,Unsurveyed/Urban,110
B73 5DW,410334,294216,Unsurveyed/Urban,140
LE15 6DS,486778,309130,Cambisols,100
S74 9HH,436968,400859,Unsurveyed/Urban,150
TS7 8QD,452378,515558,Unsurveyed/Urban,60
WS7 1WD,413408,309713,Arenosols,80
B31 2BB,402549,279748,Unsurveyed/Urban,170
SR6 9TF,440309,558851,Unsurveyed/Urban,20
NE34 6DS,438064,564973,Unsurveyed/Urban,30
NG24 4FU,480069,351479,Luvisols,20
S30 3QE,433155,394259,Unsurveyed/Urban,220
ST16 9GX,391803,322843,Unsurveyed/Urban,80
BD1 1WY,416488,433401,Unsurveyed/Urban,100
NE34 0WL,436403,567175,Unsurveyed/Urban,10
HD9 1XP,414916,409152,Unsurveyed/Urban,190
DL14 7JP,421100,529900,Unsurveyed/Urban,90
DE7 5RG,446665,341250,Unsurveyed/Urban,90
S6 3XR,433852,389429,Unsurveyed/Urban,60
HU11 5ET,514220,439504,Luvisols,10
LN4 3JA,506624,358350,Leptosols,30
NE20 0AA,416135,573914,Stagnosols,60
HU1 3RY,509200,428700,Unsurveyed/Urban,0
TS28 5LA,440378,538258,Stagnosols,130
NG1 1WB,457737,340154,Unsurveyed/Urban,40
DN14 6JF,474446,423909,Cambisols,10
LE17 4GP,453128,284701,Stagnosols,120
DL11 6DD,415819,499681,Stagnosols,170
NE6 2QW,427534,564560,Unsurveyed/Urban,60
S19 6AY,443997,383784,Unsurveyed/Urban,60
DN21 1SG,482909,389220,Luvisols,30
NN8 7LW,490600,259100,Cambisols,80
SK23 7HS,401233,381085,Cambisols,180
DE5 0JX,438294,345531,Cambisols,110
S31 8LP,447895,382762,Unsurveyed/Urban,110
PE6 0QU,528003,304361,Gleysols,0
DE23 7RH,434415,332817,Unsurveyed/Urban,60
S81 7WT,458546,379064,Unsurveyed/Urban,40
WF4 6LS,429452,418308,Unsurveyed/Urban,70
DE2 6XF,436200,336300,Unsurveyed/Urban,50
NE8 3WR,425687,562696,Unsurveyed/Urban,60
TS6 9AD,454070,519609,Unsurveyed/Urban,10
NE7 7ET,426698,566693,Unsurveyed/Urban,60
LS5 3JU,426574,435662,Unsurveyed/Urban,60
CW11 0BN,375411,360351,Unsurveyed/Urban,70
SK8 4AZ,384508,388638,Unsurveyed/Urban,40
NG1 4FD,457220,340328,Unsurveyed/Urban,50
DL17 0DP,430139,530666,Cambisols,100
B13 8PW,406633,281969,Unsurveyed/Urban,140
DN9 3AJ,466997,400323,Gleysols,10
PE12 9DP,543413,323428,Gleysols,0
S73 0QR,439380,401423,Unsurveyed/Urban,60
B45 5AB,399899,276434,Unsurveyed/Urban,210
DL1 1NU,428958,514513,Unsurveyed/Urban,40
LE7 2BU,463400,311292,Leptosols,60
LN6 0HX,494031,370324,Gleysols,10
NE34 9SF,435307,563740,Unsurveyed/Urban,20
LE5 4AA,461355,305180,Unsurveyed/Urban,60
LS20 9JY,419591,442115,Unsurveyed/Urban,140
NR12 8XQ,633967,320642,Cambisols,10
LS21 2AT,419965,446516,Unsurveyed/Urban,80
YO26 8DB,446982,454598,Gleysols,10
BD10 0QL,418878,437096,Unsurveyed/Urban,100
HX6 4HP,404240,419669,Unsurveyed/Urban,140
SK7 2LF,390230,385301,Unsurveyed/Urban,80
NE6 1EH,427459,564807,Unsurveyed/Urban,60
S20 1XJ,443380,383468,Cambisols,70
HU13 0PG,503070,426283,Unsurveyed/Urban,10
HG5 9HD,433500,458100,Luvisols,90
YO25 0DP,507266,470573,Leptosols,90
LS12 6DY,427102,431411,Unsurveyed/Urban,50
IP21 4YH,621468,286471,Stagnosols,40
WS7 4UH,405241,308578,Unsurveyed/Urban,160
B15 3QS,404325,284612,Unsurveyed/Urban,160
DE73 1GU,438287,325730,Planosols,70
LE4 1BH,456060,308842,Cambisols,70
DE55 5AH,442218,357787,Stagnosols,100
NG19 9HF,455450,364048,Unsurveyed/Urban,90
SK10 9FF,391805,373928,Unsurveyed/Urban,150
S40 1EA,436849,370939,Unsurveyed/Urban,90
NE40 4XF,413389,563072,Unsurveyed/Urban,80
TS9 5ES,452700,508700,Stagnosols,70
YO25 9NB,505900,456000,Gleysols,10
HG2 0HG,429811,454757,Unsurveyed/Urban,120
ST10 4AG,407155,342219,Podsols,140
NE47 6DT,384026,564229,Cambisols,60
SR7 7AS,442288,549749,Unsurveyed/Urban,40
SK8 3HG,385436,385595,Unsurveyed/Urban,70
DE72 3PZ,444719,333384,Luvisols,40
NG8 1PE,454401,340195,Unsurveyed/Urban,30
DL5 5PL,428100,524900,Unsurveyed/Urban,90
DN36 5DG,528764,402211,Stagnosols,20
BD24 9LJ,381406,468636,Cambisols,220
DN1 3XF,457600,402800,Unsurveyed/Urban,20
YO6 2RU,439760,470052,Cambisols,30
B17 8HT,400421,284751,Unsurveyed/Urban,190
SR6 9QX,439763,558655,Unsurveyed/Urban,30
LE8 1TF,461007,297010,Stagnosols,80
LN6 0EY,494681,369574,Gleysols,10
ST14 5BA,408019,335883,Luvisols,110
NN14 1ES,485915,274639,Cambisols,90
YO62 5HD,461580,484139,Cambisols,60
PE6 9HA,512441,308311,Cambisols,10
LE13 1BA,475565,318966,Unsurveyed/Urban,70
DE7 7JW,442699,347037,Unsurveyed/Urban,90
DE3 8PF,435387,333882,Unsurveyed/Urban,60
LS7 3RB,429986,436838,Unsurveyed/Urban,120
SK5 7SS,389519,392599,Unsurveyed/Urban,80
LN6 5XW,492366,371337,Gleysols,10
NE2 2NA,425820,566376,Unsurveyed/Urban,50
S6 5LE,431264,389004,Unsurveyed/Urban,160
DN7 5ED,464748,411748,Unsurveyed/Urban,10
NR32 4SE,652924,294675,Unsurveyed/Urban,20
B12 8ED,408721,284529,Unsurveyed/Urban,120
S6 3FA,434275,388106,Unsurveyed/Urban,80
DE5 1HD,435406,347733,Unsurveyed/Urban,120
DL7 7DN,436891,493665,Unsurveyed/Urban,40
NG10 3YS,447118,331472,Unsurveyed/Urban,30
SK14 4XF,394263,395518,Unsurveyed/Urban,100
LE4 6SJ,460400,306600,Unsurveyed/Urban,60
SK6 5HA,396613,390027,Unsurveyed/Urban,110
NE12 9PZ,428219,569706,Unsurveyed/Urban,60
WS14 9FB,411758,308355,Unsurveyed/Urban,90
IP11 2XT,628443,234596,Arenosols,10
PE8 4AY,504131,288641,Unsurveyed/Urban,30
S6 4BS,432148,390473,Unsurveyed/Urban,130
HU3 1FQ,510461,428821,Unsurveyed/Urban,10
ST4 8SQ,384944,338176,Arenosols,200
PE6 7RD,520522,306180,Gleysols,0
LE12 7SP,460430,315096,Luvisols,50
LE8 5TQ,457653,295600,Stagnosols,90
WV12 5SZ,396758,301064,Unsurveyed/Urban,150
BD10 0NT,419548,438369,Unsurveyed/Urban,70
LN8 6JR,521155,381318,Cambisols,90
B23 5BW,409408,293335,Unsurveyed/Urban,110
WF9 4PS,442059,412718,Cambisols,80
NR18 9EY,607125,304240,Luvisols,40
SK14 7PT,401366,396068,Stagnosols,140
LN13 9PB,547400,373600,Stagnosols,10
WF12 7XN,424257,421315,Unsurveyed/Urban,40
M35 0JJ,388474,400795,Unsurveyed/Urban,90
S20 5EE,442742,380876,Unsurveyed/Urban,120
CW11 1YE,374997,360891,Unsurveyed/Urban,70
PE1 9LE,516109,303124,Stagnosols,10
ST11 9PG,395687,340655,Unsurveyed/Urban,170
NG3 6HA,459176,342593,Unsurveyed/Urban,90
DN11 8ES,462290,392558,Cambisols,30
LN4 4NG,521202,358131,Gleysols,10
PE34 3JQ,561218,320352,Gleysols,0
BD14 6SP,411696,431695,Unsurveyed/Urban,240
B73 9SZ,411619,296818,Unsurveyed/Urban,130
HG4 1PH,431273,471008,Unsurveyed/Urban,30
LN5 5FG,497221,370656,Unsurveyed/Urban,10
BD24 9HB,382107,463474,Stagnosols,160
S8 0AU,433700,382400,Unsurveyed/Urban,140
DL13 2TZ,399828,539057,Unsurveyed/Urban,210
NE1 4PL,424529,564668,Unsurveyed/Urban,60
NG34 7RQ,506920,345495,Unsurveyed/Urban,20
IP18 6JJ,650959,276173,Arenosols,10
S40 1LB,438067,371384,Unsurveyed/Urban,100
ST18 0TJ,394002,325956,Luvisols,100
DN37 7JG,520854,406048,Luvisols,20
NG7 3AH,455570,340657,Unsurveyed/Urban,50
S80 9DT,458566,379019,Unsurveyed/Urban,40
WF1 3WT,433063,420450,Unsurveyed/Urban,30
BD4 0TW,419506,431393,Unsurveyed/Urban,160
B42 2ST,407086,290958,Unsurveyed/Urban,100
BD23 4EG,383447,458360,Stagnosols,160
HD9 7HX,416708,407428,Stagnosols,200
NE37 9BJ,430075,556985,Unsurveyed/Urban,70
SK8 7QG,387766,384959,Unsurveyed/Urban,80
S4 8AF,437067,390565,Unsurveyed/Urban,80
BD16 4WL,410665,439240,Unsurveyed/Urban,80
YO32 9QQ,462080,455778,Unsurveyed/Urban,10
S21 4BH,443191,379670,Unsurveyed/Urban,60
BD4 0EP,419356,431862,Unsurveyed/Urban,190
BD11 2AQ,420247,428537,Unsurveyed/Urban,180
NE65 0DE,426500,604400,Unsurveyed/Urban,10
NE10 9DN,427812,561224,Unsurveyed/Urban,100
S75 4RW,429714,403932,Cambisols,130
PE13 2JF,546933,309201,Unsurveyed/Urban,0
NE32 5XX,433054,564752,Unsurveyed/Urban,20
BD5 9YJ,416160,431756,Unsurveyed/Urban,130
NE5 2QZ,419341,566534,Unsurveyed/Urban,110
S9 1TJ,438886,391173,Unsurveyed/Urban,70
WF14 0JT,420182,421681,Unsurveyed/Urban,110
NE24 9AR,431549,581580,Unsurveyed/Urban,10
SR2 7QG,438784,555882,Unsurveyed/Urban,40
ST19 5EE,393147,314027,Unsurveyed/Urban,90
ST19 5QF,392093,313221,Stagnosols,90
LE65 1JY,435765,317548,Arenosols,130
ST14 5ES,407197,336726,Planosols,120
NN14 4NF,499953,278596,Cambisols,40
LE3 6HB,456434,304909,Unsurveyed/Urban,80
OL1 9QU,393482,404988,Unsurveyed/Urban,180
NE40 3PX,415232,564576,Unsurveyed/Urban,60
LS17 9LN,432088,445366,Cambisols,100
B18 4HW,404192,287566,Unsurveyed/Urban,160
DN14 5PY,474680,423573,Cambisols,10
DN20 9PE,498847,403621,Gleysols,10
NE3 4AR,424174,567262,Unsurveyed/Urban,70
BD24 9QD,382037,467302,Cambisols,200
TS1 2NU,449525,520250,Unsurveyed/Urban,10
WS11 5TA,399201,311839,Unsurveyed/Urban,160
B42 1BB,406600,291100,Unsurveyed/Urban,100
NG7 1RP,455751,339382,Unsurveyed/Urban,40
NN14 2LS,480394,283222,Cambisols,120
S45 9TU,439739,363975,Unsurveyed/Urban,130
ST17 0BF,394400,322500,Arenosols,80
LN4 1HU,502600,367186,Leptosols,40
TS14 6JS,461422,516074,Luvisols,90
S30 2AQ,418242,388810,Cambisols,230
NE66 2XR,419526,608763,Stagnosols,130
NR17 1YR,604576,295189,Luvisols,40
DE1 1GB,434600,336400,Unsurveyed/Urban,50
SR2 0RN,440729,553063,Unsurveyed/Urban,50
OL14 7WP,393553,424100,Cambisols,140
DH3 2ZW,427450,551097,Unsurveyed/Urban,20
